year,state,homelessness,number,region,state_new
2016,VI,Sheltered ES Homeless Unaccompanied Youth Under 18,0.0,northeast,Territory
2016,VT,Sheltered ES Homeless Unaccompanied Youth Under 18,0.0,northeast,State
2016,WA,Sheltered ES Homeless Unaccompanied Youth Under 18,54.0,west,State
2016,WI,Sheltered ES Homeless Unaccompanied Youth Under 18,19.0,midwest,State
2016,WV,Sheltered ES Homeless Unaccompanied Youth Under 18,5.0,southeast,State
2016,WY,Sheltered ES Homeless Unaccompanied Youth Under 18,1.0,west,State
2016,Total,Sheltered ES Homeless Unaccompanied Youth Under 18,1627.0,Total,
2016,AK,Sheltered TH Homeless Unaccompanied Youth Under 18,0.0,west,State
2016,AL,Sheltered TH Homeless Unaccompanied Youth Under 18,19.0,southeast,State
2016,AR,Sheltered TH Homeless Unaccompanied Youth Under 18,33.0,southeast,State
2016,AZ,Sheltered TH Homeless Unaccompanied Youth Under 18,25.0,southwest,State
2016,CA,Sheltered TH Homeless Unaccompanied Youth Under 18,55.0,west,State
2015,AR,Sheltered ES Homeless,1161.0,southeast,State
2016,CO,Sheltered TH Homeless Unaccompanied Youth Under 18,9.0,west,State
2016,CT,Sheltered TH Homeless Unaccompanied Youth Under 18,0.0,northeast,State
2016,DC,Sheltered TH Homeless Unaccompanied Youth Under 18,4.0,southeast,State
2016,DE,Sheltered TH Homeless Unaccompanied Youth Under 18,0.0,southeast,State
2016,FL,Sheltered TH Homeless Unaccompanied Youth Under 18,48.0,southeast,State
2016,GA,Sheltered TH Homeless Unaccompanied Youth Under 18,0.0,southeast,State
2016,GU,Sheltered TH Homeless Unaccompanied Youth Under 18,0.0,west,Territory
2016,HI,Sheltered TH Homeless Unaccompanied Youth Under 18,0.0,west,State
2016,IA,Sheltered TH Homeless Unaccompanied Youth Under 18,6.0,midwest,State
2016,ID,Sheltered TH Homeless Unaccompanied Youth Under 18,1.0,west,State
2016,IL,Sheltered TH Homeless Unaccompanied Youth Under 18,7.0,midwest,State
2016,IN,Sheltered TH Homeless Unaccompanied Youth Under 18,1.0,midwest,State
2016,KS,Sheltered TH Homeless Unaccompanied Youth Under 18,16.0,midwest,State
2016,KY,Sheltered TH Homeless Unaccompanied Youth Under 18,1.0,southeast,State
2016,LA,Sheltered TH Homeless Unaccompanied Youth Under 18,4.0,southeast,State
2016,MA,Sheltered TH Homeless Unaccompanied Youth Under 18,9.0,northeast,State
2016,MD,Sheltered TH Homeless Unaccompanied Youth Under 18,3.0,southeast,State
2016,ME,Sheltered TH Homeless Unaccompanied Youth Under 18,13.0,northeast,State
2016,MI,Sheltered TH Homeless Unaccompanied Youth Under 18,42.0,midwest,State
2016,MN,Sheltered TH Homeless Unaccompanied Youth Under 18,25.0,midwest,State
2016,MO,Sheltered TH Homeless Unaccompanied Youth Under 18,43.0,midwest,State
2016,MS,Sheltered TH Homeless Unaccompanied Youth Under 18,0.0,southeast,State
2016,MT,Sheltered TH Homeless Unaccompanied Youth Under 18,4.0,west,State
2016,NC,Sheltered TH Homeless Unaccompanied Youth Under 18,5.0,southeast,State
2016,ND,Sheltered TH Homeless Unaccompanied Youth Under 18,5.0,midwest,State
2016,NE,Sheltered TH Homeless Unaccompanied Youth Under 18,22.0,midwest,State
2016,NH,Sheltered TH Homeless Unaccompanied Youth Under 18,0.0,northeast,State
2016,NJ,Sheltered TH Homeless Unaccompanied Youth Under 18,17.0,northeast,State
2016,NM,Sheltered TH Homeless Unaccompanied Youth Under 18,24.0,southwest,State
2016,NV,Sheltered TH Homeless Unaccompanied Youth Under 18,15.0,west,State
2016,NY,Sheltered TH Homeless Unaccompanied Youth Under 18,52.0,northeast,State
2016,OH,Sheltered TH Homeless Unaccompanied Youth Under 18,6.0,midwest,State
2016,OK,Sheltered TH Homeless Unaccompanied Youth Under 18,0.0,southwest,State
2016,OR,Sheltered TH Homeless Unaccompanied Youth Under 18,16.0,west,State
2016,PA,Sheltered TH Homeless Unaccompanied Youth Under 18,9.0,northeast,State
2016,PR,Sheltered TH Homeless Unaccompanied Youth Under 18,0.0,northeast,Territory
2016,RI,Sheltered TH Homeless Unaccompanied Youth Under 18,0.0,northeast,State
2016,SC,Sheltered TH Homeless Unaccompanied Youth Under 18,4.0,southeast,State
2016,SD,Sheltered TH Homeless Unaccompanied Youth Under 18,4.0,midwest,State
2016,TN,Sheltered TH Homeless Unaccompanied Youth Under 18,4.0,southeast,State
2016,TX,Sheltered TH Homeless Unaccompanied Youth Under 18,15.0,southwest,State
2016,UT,Sheltered TH Homeless Unaccompanied Youth Under 18,0.0,west,State
2016,VA,Sheltered TH Homeless Unaccompanied Youth Under 18,0.0,southeast,State
2016,VI,Sheltered TH Homeless Unaccompanied Youth Under 18,0.0,northeast,Territory
2016,VT,Sheltered TH Homeless Unaccompanied Youth Under 18,1.0,northeast,State
2016,WA,Sheltered TH Homeless Unaccompanied Youth Under 18,23.0,west,State
2016,WI,Sheltered TH Homeless Unaccompanied Youth Under 18,1.0,midwest,State
2016,WV,Sheltered TH Homeless Unaccompanied Youth Under 18,0.0,southeast,State
2016,WY,Sheltered TH Homeless Unaccompanied Youth Under 18,0.0,west,State
2016,Total,Sheltered TH Homeless Unaccompanied Youth Under 18,591.0,Total,
2016,AK,Sheltered Total Homeless Unaccompanied Youth Under 18,19.0,west,State
2016,AL,Sheltered Total Homeless Unaccompanied Youth Under 18,28.0,southeast,State
2016,AR,Sheltered Total Homeless Unaccompanied Youth Under 18,49.0,southeast,State
2016,AZ,Sheltered Total Homeless Unaccompanied Youth Under 18,92.0,southwest,State
2016,CA,Sheltered Total Homeless Unaccompanied Youth Under 18,213.0,west,State
2016,CO,Sheltered Total Homeless Unaccompanied Youth Under 18,26.0,west,State
2016,CT,Sheltered Total Homeless Unaccompanied Youth Under 18,8.0,northeast,State
2016,DC,Sheltered Total Homeless Unaccompanied Youth Under 18,10.0,southeast,State
2016,DE,Sheltered Total Homeless Unaccompanied Youth Under 18,0.0,southeast,State
2016,FL,Sheltered Total Homeless Unaccompanied Youth Under 18,279.0,southeast,State
2015,AZ,Sheltered ES Homeless,3395.0,southwest,State
2016,GA,Sheltered Total Homeless Unaccompanied Youth Under 18,13.0,southeast,State
2016,GU,Sheltered Total Homeless Unaccompanied Youth Under 18,1.0,west,Territory
2016,HI,Sheltered Total Homeless Unaccompanied Youth Under 18,6.0,west,State
2016,IA,Sheltered Total Homeless Unaccompanied Youth Under 18,18.0,midwest,State
2016,ID,Sheltered Total Homeless Unaccompanied Youth Under 18,14.0,west,State
2016,IL,Sheltered Total Homeless Unaccompanied Youth Under 18,25.0,midwest,State
2016,IN,Sheltered Total Homeless Unaccompanied Youth Under 18,36.0,midwest,State
2016,KS,Sheltered Total Homeless Unaccompanied Youth Under 18,18.0,midwest,State
2016,KY,Sheltered Total Homeless Unaccompanied Youth Under 18,21.0,southeast,State
2016,LA,Sheltered Total Homeless Unaccompanied Youth Under 18,57.0,southeast,State
2016,MA,Sheltered Total Homeless Unaccompanied Youth Under 18,9.0,northeast,State
2016,MD,Sheltered Total Homeless Unaccompanied Youth Under 18,5.0,southeast,State
2016,ME,Sheltered Total Homeless Unaccompanied Youth Under 18,29.0,northeast,State
2016,MI,Sheltered Total Homeless Unaccompanied Youth Under 18,98.0,midwest,State
2016,MN,Sheltered Total Homeless Unaccompanied Youth Under 18,75.0,midwest,State
2016,MO,Sheltered Total Homeless Unaccompanied Youth Under 18,168.0,midwest,State
2016,MS,Sheltered Total Homeless Unaccompanied Youth Under 18,10.0,southeast,State
2016,MT,Sheltered Total Homeless Unaccompanied Youth Under 18,4.0,west,State
2016,NC,Sheltered Total Homeless Unaccompanied Youth Under 18,55.0,southeast,State
2016,ND,Sheltered Total Homeless Unaccompanied Youth Under 18,10.0,midwest,State
2016,NE,Sheltered Total Homeless Unaccompanied Youth Under 18,40.0,midwest,State
2016,NH,Sheltered Total Homeless Unaccompanied Youth Under 18,0.0,northeast,State
2016,NJ,Sheltered Total Homeless Unaccompanied Youth Under 18,34.0,northeast,State
2016,NM,Sheltered Total Homeless Unaccompanied Youth Under 18,68.0,southwest,State
2016,NV,Sheltered Total Homeless Unaccompanied Youth Under 18,28.0,west,State
2016,NY,Sheltered Total Homeless Unaccompanied Youth Under 18,165.0,northeast,State
2016,OH,Sheltered Total Homeless Unaccompanied Youth Under 18,44.0,midwest,State
2016,OK,Sheltered Total Homeless Unaccompanied Youth Under 18,35.0,southwest,State
2016,OR,Sheltered Total Homeless Unaccompanied Youth Under 18,58.0,west,State
2016,PA,Sheltered Total Homeless Unaccompanied Youth Under 18,45.0,northeast,State
2016,PR,Sheltered Total Homeless Unaccompanied Youth Under 18,4.0,northeast,Territory
2016,RI,Sheltered Total Homeless Unaccompanied Youth Under 18,0.0,northeast,State
2016,SC,Sheltered Total Homeless Unaccompanied Youth Under 18,14.0,southeast,State
2016,SD,Sheltered Total Homeless Unaccompanied Youth Under 18,9.0,midwest,State
2016,TN,Sheltered Total Homeless Unaccompanied Youth Under 18,22.0,southeast,State
2016,TX,Sheltered Total Homeless Unaccompanied Youth Under 18,123.0,southwest,State
2016,UT,Sheltered Total Homeless Unaccompanied Youth Under 18,17.0,west,State
2016,VA,Sheltered Total Homeless Unaccompanied Youth Under 18,12.0,southeast,State
2016,VI,Sheltered Total Homeless Unaccompanied Youth Under 18,0.0,northeast,Territory
2016,VT,Sheltered Total Homeless Unaccompanied Youth Under 18,1.0,northeast,State
2016,WA,Sheltered Total Homeless Unaccompanied Youth Under 18,77.0,west,State
2016,WI,Sheltered Total Homeless Unaccompanied Youth Under 18,20.0,midwest,State
2016,WV,Sheltered Total Homeless Unaccompanied Youth Under 18,5.0,southeast,State
2016,WY,Sheltered Total Homeless Unaccompanied Youth Under 18,1.0,west,State
2016,Total,Sheltered Total Homeless Unaccompanied Youth Under 18,2218.0,Total,
2016,AK,Unsheltered Homeless Unaccompanied Youth Under 18,0.0,west,State
2016,AL,Unsheltered Homeless Unaccompanied Youth Under 18,0.0,southeast,State
2016,AR,Unsheltered Homeless Unaccompanied Youth Under 18,0.0,southeast,State
2016,AZ,Unsheltered Homeless Unaccompanied Youth Under 18,8.0,southwest,State
2016,CA,Unsheltered Homeless Unaccompanied Youth Under 18,634.0,west,State
2016,CO,Unsheltered Homeless Unaccompanied Youth Under 18,13.0,west,State
2016,CT,Unsheltered Homeless Unaccompanied Youth Under 18,0.0,northeast,State
2016,DC,Unsheltered Homeless Unaccompanied Youth Under 18,0.0,southeast,State
2016,DE,Unsheltered Homeless Unaccompanied Youth Under 18,0.0,southeast,State
2016,FL,Unsheltered Homeless Unaccompanied Youth Under 18,235.0,southeast,State
2016,GA,Unsheltered Homeless Unaccompanied Youth Under 18,4.0,southeast,State
2016,GU,Unsheltered Homeless Unaccompanied Youth Under 18,0.0,west,Territory
2016,HI,Unsheltered Homeless Unaccompanied Youth Under 18,20.0,west,State
2016,IA,Unsheltered Homeless Unaccompanied Youth Under 18,0.0,midwest,State
2016,ID,Unsheltered Homeless Unaccompanied Youth Under 18,2.0,west,State
2016,IL,Unsheltered Homeless Unaccompanied Youth Under 18,3.0,midwest,State
2016,IN,Unsheltered Homeless Unaccompanied Youth Under 18,1.0,midwest,State
2016,KS,Unsheltered Homeless Unaccompanied Youth Under 18,1.0,midwest,State
2016,KY,Unsheltered Homeless Unaccompanied Youth Under 18,0.0,southeast,State
2016,LA,Unsheltered Homeless Unaccompanied Youth Under 18,6.0,southeast,State
2016,MA,Unsheltered Homeless Unaccompanied Youth Under 18,6.0,northeast,State
2016,MD,Unsheltered Homeless Unaccompanied Youth Under 18,10.0,southeast,State
2016,ME,Unsheltered Homeless Unaccompanied Youth Under 18,2.0,northeast,State
2016,MI,Unsheltered Homeless Unaccompanied Youth Under 18,4.0,midwest,State
2016,MN,Unsheltered Homeless Unaccompanied Youth Under 18,14.0,midwest,State
2016,MO,Unsheltered Homeless Unaccompanied Youth Under 18,33.0,midwest,State
2016,MS,Unsheltered Homeless Unaccompanied Youth Under 18,0.0,southeast,State
2016,MT,Unsheltered Homeless Unaccompanied Youth Under 18,9.0,west,State
2016,NC,Unsheltered Homeless Unaccompanied Youth Under 18,10.0,southeast,State
2016,ND,Unsheltered Homeless Unaccompanied Youth Under 18,0.0,midwest,State
2016,NE,Unsheltered Homeless Unaccompanied Youth Under 18,0.0,midwest,State
2016,NH,Unsheltered Homeless Unaccompanied Youth Under 18,1.0,northeast,State
2016,NJ,Unsheltered Homeless Unaccompanied Youth Under 18,0.0,northeast,State
2016,NM,Unsheltered Homeless Unaccompanied Youth Under 18,1.0,southwest,State
2016,NV,Unsheltered Homeless Unaccompanied Youth Under 18,264.0,west,State
2016,NY,Unsheltered Homeless Unaccompanied Youth Under 18,23.0,northeast,State
2016,OH,Unsheltered Homeless Unaccompanied Youth Under 18,2.0,midwest,State
2016,OK,Unsheltered Homeless Unaccompanied Youth Under 18,4.0,southwest,State
2016,OR,Unsheltered Homeless Unaccompanied Youth Under 18,178.0,west,State
2016,PA,Unsheltered Homeless Unaccompanied Youth Under 18,18.0,northeast,State
2016,PR,Unsheltered Homeless Unaccompanied Youth Under 18,2.0,northeast,Territory
2016,RI,Unsheltered Homeless Unaccompanied Youth Under 18,0.0,northeast,State
2016,SC,Unsheltered Homeless Unaccompanied Youth Under 18,6.0,southeast,State
2016,SD,Unsheltered Homeless Unaccompanied Youth Under 18,0.0,midwest,State
2016,TN,Unsheltered Homeless Unaccompanied Youth Under 18,4.0,southeast,State
2016,TX,Unsheltered Homeless Unaccompanied Youth Under 18,64.0,southwest,State
2016,UT,Unsheltered Homeless Unaccompanied Youth Under 18,1.0,west,State
2016,VA,Unsheltered Homeless Unaccompanied Youth Under 18,0.0,southeast,State
2016,VI,Unsheltered Homeless Unaccompanied Youth Under 18,0.0,northeast,Territory
2016,VT,Unsheltered Homeless Unaccompanied Youth Under 18,0.0,northeast,State
2016,WA,Unsheltered Homeless Unaccompanied Youth Under 18,15.0,west,State
2016,WI,Unsheltered Homeless Unaccompanied Youth Under 18,5.0,midwest,State
2016,WV,Unsheltered Homeless Unaccompanied Youth Under 18,1.0,southeast,State
2016,WY,Unsheltered Homeless Unaccompanied Youth Under 18,2.0,west,State
2016,Total,Unsheltered Homeless Unaccompanied Youth Under 18,1606.0,Total,
2016,AK,Homeless Unaccompanied Youth Age 18-24,154.0,west,State
2016,AL,Homeless Unaccompanied Youth Age 18-24,226.0,southeast,State
2016,AR,Homeless Unaccompanied Youth Age 18-24,152.0,southeast,State
2016,AZ,Homeless Unaccompanied Youth Age 18-24,489.0,southwest,State
2016,CA,Homeless Unaccompanied Youth Age 18-24,10375.0,west,State
2016,CO,Homeless Unaccompanied Youth Age 18-24,614.0,west,State
2016,CT,Homeless Unaccompanied Youth Age 18-24,111.0,northeast,State
2016,DC,Homeless Unaccompanied Youth Age 18-24,201.0,southeast,State
2016,DE,Homeless Unaccompanied Youth Age 18-24,51.0,southeast,State
2016,FL,Homeless Unaccompanied Youth Age 18-24,1580.0,southeast,State
2016,GA,Homeless Unaccompanied Youth Age 18-24,708.0,southeast,State
2016,GU,Homeless Unaccompanied Youth Age 18-24,6.0,west,Territory
2016,HI,Homeless Unaccompanied Youth Age 18-24,283.0,west,State
2016,IA,Homeless Unaccompanied Youth Age 18-24,142.0,midwest,State
2016,ID,Homeless Unaccompanied Youth Age 18-24,114.0,west,State
2016,IL,Homeless Unaccompanied Youth Age 18-24,691.0,midwest,State
2016,IN,Homeless Unaccompanied Youth Age 18-24,328.0,midwest,State
2016,KS,Homeless Unaccompanied Youth Age 18-24,87.0,midwest,State
2016,KY,Homeless Unaccompanied Youth Age 18-24,199.0,southeast,State
2016,LA,Homeless Unaccompanied Youth Age 18-24,345.0,southeast,State
2016,MA,Homeless Unaccompanied Youth Age 18-24,359.0,northeast,State
2016,MD,Homeless Unaccompanied Youth Age 18-24,264.0,southeast,State
2016,ME,Homeless Unaccompanied Youth Age 18-24,146.0,northeast,State
2016,MI,Homeless Unaccompanied Youth Age 18-24,623.0,midwest,State
2016,MN,Homeless Unaccompanied Youth Age 18-24,641.0,midwest,State
2016,MO,Homeless Unaccompanied Youth Age 18-24,437.0,midwest,State
2016,MS,Homeless Unaccompanied Youth Age 18-24,75.0,southeast,State
2016,MT,Homeless Unaccompanied Youth Age 18-24,87.0,west,State
2016,NC,Homeless Unaccompanied Youth Age 18-24,432.0,southeast,State
2016,ND,Homeless Unaccompanied Youth Age 18-24,64.0,midwest,State
2016,NE,Homeless Unaccompanied Youth Age 18-24,198.0,midwest,State
2016,NH,Homeless Unaccompanied Youth Age 18-24,79.0,northeast,State
2016,NJ,Homeless Unaccompanied Youth Age 18-24,499.0,northeast,State
2016,NM,Homeless Unaccompanied Youth Age 18-24,119.0,southwest,State
2016,NV,Homeless Unaccompanied Youth Age 18-24,1380.0,west,State
2016,NY,Homeless Unaccompanied Youth Age 18-24,2701.0,northeast,State
2016,OH,Homeless Unaccompanied Youth Age 18-24,576.0,midwest,State
2016,OK,Homeless Unaccompanied Youth Age 18-24,371.0,southwest,State
2016,OR,Homeless Unaccompanied Youth Age 18-24,939.0,west,State
2016,PA,Homeless Unaccompanied Youth Age 18-24,805.0,northeast,State
2016,PR,Homeless Unaccompanied Youth Age 18-24,157.0,northeast,Territory
2016,RI,Homeless Unaccompanied Youth Age 18-24,64.0,northeast,State
2016,SC,Homeless Unaccompanied Youth Age 18-24,246.0,southeast,State
2016,SD,Homeless Unaccompanied Youth Age 18-24,68.0,midwest,State
2016,TN,Homeless Unaccompanied Youth Age 18-24,390.0,southeast,State
2016,TX,Homeless Unaccompanied Youth Age 18-24,1122.0,southwest,State
2016,UT,Homeless Unaccompanied Youth Age 18-24,132.0,west,State
2016,VA,Homeless Unaccompanied Youth Age 18-24,310.0,southeast,State
2016,VI,Homeless Unaccompanied Youth Age 18-24,8.0,northeast,Territory
2016,VT,Homeless Unaccompanied Youth Age 18-24,70.0,northeast,State
2016,WA,Homeless Unaccompanied Youth Age 18-24,1215.0,west,State
2016,WI,Homeless Unaccompanied Youth Age 18-24,312.0,midwest,State
2016,WV,Homeless Unaccompanied Youth Age 18-24,89.0,southeast,State
2016,WY,Homeless Unaccompanied Youth Age 18-24,28.0,west,State
2016,Total,Homeless Unaccompanied Youth Age 18-24,31862.0,Total,
2016,AK,Sheltered ES Homeless Unaccompanied Youth Age 18-24,68.0,west,State
2016,AL,Sheltered ES Homeless Unaccompanied Youth Age 18-24,98.0,southeast,State
2016,AR,Sheltered ES Homeless Unaccompanied Youth Age 18-24,45.0,southeast,State
2016,AZ,Sheltered ES Homeless Unaccompanied Youth Age 18-24,176.0,southwest,State
2016,CA,Sheltered ES Homeless Unaccompanied Youth Age 18-24,874.0,west,State
2016,CO,Sheltered ES Homeless Unaccompanied Youth Age 18-24,260.0,west,State
2016,CT,Sheltered ES Homeless Unaccompanied Youth Age 18-24,68.0,northeast,State
2016,DC,Sheltered ES Homeless Unaccompanied Youth Age 18-24,81.0,southeast,State
2016,DE,Sheltered ES Homeless Unaccompanied Youth Age 18-24,29.0,southeast,State
2016,FL,Sheltered ES Homeless Unaccompanied Youth Age 18-24,447.0,southeast,State
2016,GA,Sheltered ES Homeless Unaccompanied Youth Age 18-24,290.0,southeast,State
2016,GU,Sheltered ES Homeless Unaccompanied Youth Age 18-24,2.0,west,Territory
2016,HI,Sheltered ES Homeless Unaccompanied Youth Age 18-24,38.0,west,State
2016,IA,Sheltered ES Homeless Unaccompanied Youth Age 18-24,77.0,midwest,State
2016,ID,Sheltered ES Homeless Unaccompanied Youth Age 18-24,55.0,west,State
2016,IL,Sheltered ES Homeless Unaccompanied Youth Age 18-24,271.0,midwest,State
2016,IN,Sheltered ES Homeless Unaccompanied Youth Age 18-24,179.0,midwest,State
2016,KS,Sheltered ES Homeless Unaccompanied Youth Age 18-24,30.0,midwest,State
2016,KY,Sheltered ES Homeless Unaccompanied Youth Age 18-24,89.0,southeast,State
2016,LA,Sheltered ES Homeless Unaccompanied Youth Age 18-24,110.0,southeast,State
2016,MA,Sheltered ES Homeless Unaccompanied Youth Age 18-24,225.0,northeast,State
2016,MD,Sheltered ES Homeless Unaccompanied Youth Age 18-24,117.0,southeast,State
2016,ME,Sheltered ES Homeless Unaccompanied Youth Age 18-24,69.0,northeast,State
2016,MI,Sheltered ES Homeless Unaccompanied Youth Age 18-24,314.0,midwest,State
2016,MN,Sheltered ES Homeless Unaccompanied Youth Age 18-24,249.0,midwest,State
2016,MO,Sheltered ES Homeless Unaccompanied Youth Age 18-24,166.0,midwest,State
2016,MS,Sheltered ES Homeless Unaccompanied Youth Age 18-24,22.0,southeast,State
2016,MT,Sheltered ES Homeless Unaccompanied Youth Age 18-24,27.0,west,State
2016,NC,Sheltered ES Homeless Unaccompanied Youth Age 18-24,265.0,southeast,State
2016,ND,Sheltered ES Homeless Unaccompanied Youth Age 18-24,40.0,midwest,State
2016,NE,Sheltered ES Homeless Unaccompanied Youth Age 18-24,76.0,midwest,State
2016,NH,Sheltered ES Homeless Unaccompanied Youth Age 18-24,34.0,northeast,State
2016,NJ,Sheltered ES Homeless Unaccompanied Youth Age 18-24,300.0,northeast,State
2016,NM,Sheltered ES Homeless Unaccompanied Youth Age 18-24,63.0,southwest,State
2016,NV,Sheltered ES Homeless Unaccompanied Youth Age 18-24,137.0,west,State
2016,NY,Sheltered ES Homeless Unaccompanied Youth Age 18-24,1811.0,northeast,State
2016,OH,Sheltered ES Homeless Unaccompanied Youth Age 18-24,328.0,midwest,State
2016,OK,Sheltered ES Homeless Unaccompanied Youth Age 18-24,166.0,southwest,State
2016,OR,Sheltered ES Homeless Unaccompanied Youth Age 18-24,174.0,west,State
2016,PA,Sheltered ES Homeless Unaccompanied Youth Age 18-24,409.0,northeast,State
2016,PR,Sheltered ES Homeless Unaccompanied Youth Age 18-24,10.0,northeast,Territory
2016,RI,Sheltered ES Homeless Unaccompanied Youth Age 18-24,59.0,northeast,State
2016,SC,Sheltered ES Homeless Unaccompanied Youth Age 18-24,74.0,southeast,State
2016,SD,Sheltered ES Homeless Unaccompanied Youth Age 18-24,38.0,midwest,State
2016,TN,Sheltered ES Homeless Unaccompanied Youth Age 18-24,135.0,southeast,State
2016,TX,Sheltered ES Homeless Unaccompanied Youth Age 18-24,438.0,southwest,State
2016,UT,Sheltered ES Homeless Unaccompanied Youth Age 18-24,83.0,west,State
2016,VA,Sheltered ES Homeless Unaccompanied Youth Age 18-24,211.0,southeast,State
2016,VI,Sheltered ES Homeless Unaccompanied Youth Age 18-24,0.0,northeast,Territory
2016,VT,Sheltered ES Homeless Unaccompanied Youth Age 18-24,38.0,northeast,State
2016,WA,Sheltered ES Homeless Unaccompanied Youth Age 18-24,285.0,west,State
2016,WI,Sheltered ES Homeless Unaccompanied Youth Age 18-24,151.0,midwest,State
2016,WV,Sheltered ES Homeless Unaccompanied Youth Age 18-24,64.0,southeast,State
2016,WY,Sheltered ES Homeless Unaccompanied Youth Age 18-24,15.0,west,State
2016,Total,Sheltered ES Homeless Unaccompanied Youth Age 18-24,9880.0,Total,
2016,AK,Sheltered TH Homeless Unaccompanied Youth Age 18-24,50.0,west,State
2016,AL,Sheltered TH Homeless Unaccompanied Youth Age 18-24,45.0,southeast,State
2016,AR,Sheltered TH Homeless Unaccompanied Youth Age 18-24,21.0,southeast,State
2016,AZ,Sheltered TH Homeless Unaccompanied Youth Age 18-24,162.0,southwest,State
2016,CA,Sheltered TH Homeless Unaccompanied Youth Age 18-24,1443.0,west,State
2016,CO,Sheltered TH Homeless Unaccompanied Youth Age 18-24,93.0,west,State
2016,CT,Sheltered TH Homeless Unaccompanied Youth Age 18-24,21.0,northeast,State
2016,DC,Sheltered TH Homeless Unaccompanied Youth Age 18-24,87.0,southeast,State
2016,DE,Sheltered TH Homeless Unaccompanied Youth Age 18-24,17.0,southeast,State
2016,FL,Sheltered TH Homeless Unaccompanied Youth Age 18-24,371.0,southeast,State
2016,GA,Sheltered TH Homeless Unaccompanied Youth Age 18-24,172.0,southeast,State
2016,GU,Sheltered TH Homeless Unaccompanied Youth Age 18-24,1.0,west,Territory
2016,HI,Sheltered TH Homeless Unaccompanied Youth Age 18-24,38.0,west,State
2016,IA,Sheltered TH Homeless Unaccompanied Youth Age 18-24,55.0,midwest,State
2016,ID,Sheltered TH Homeless Unaccompanied Youth Age 18-24,20.0,west,State
2016,IL,Sheltered TH Homeless Unaccompanied Youth Age 18-24,352.0,midwest,State
2016,IN,Sheltered TH Homeless Unaccompanied Youth Age 18-24,79.0,midwest,State
2016,KS,Sheltered TH Homeless Unaccompanied Youth Age 18-24,30.0,midwest,State
2016,KY,Sheltered TH Homeless Unaccompanied Youth Age 18-24,62.0,southeast,State
2016,LA,Sheltered TH Homeless Unaccompanied Youth Age 18-24,108.0,southeast,State
2016,MA,Sheltered TH Homeless Unaccompanied Youth Age 18-24,85.0,northeast,State
2016,MD,Sheltered TH Homeless Unaccompanied Youth Age 18-24,59.0,southeast,State
2016,ME,Sheltered TH Homeless Unaccompanied Youth Age 18-24,63.0,northeast,State
2016,MI,Sheltered TH Homeless Unaccompanied Youth Age 18-24,211.0,midwest,State
2016,MN,Sheltered TH Homeless Unaccompanied Youth Age 18-24,289.0,midwest,State
2016,MO,Sheltered TH Homeless Unaccompanied Youth Age 18-24,155.0,midwest,State
2016,MS,Sheltered TH Homeless Unaccompanied Youth Age 18-24,13.0,southeast,State
2016,MT,Sheltered TH Homeless Unaccompanied Youth Age 18-24,21.0,west,State
2016,NC,Sheltered TH Homeless Unaccompanied Youth Age 18-24,65.0,southeast,State
2016,ND,Sheltered TH Homeless Unaccompanied Youth Age 18-24,11.0,midwest,State
2016,NE,Sheltered TH Homeless Unaccompanied Youth Age 18-24,122.0,midwest,State
2016,NH,Sheltered TH Homeless Unaccompanied Youth Age 18-24,38.0,northeast,State
2016,NJ,Sheltered TH Homeless Unaccompanied Youth Age 18-24,134.0,northeast,State
2016,NM,Sheltered TH Homeless Unaccompanied Youth Age 18-24,32.0,southwest,State
2016,NV,Sheltered TH Homeless Unaccompanied Youth Age 18-24,142.0,west,State
2016,NY,Sheltered TH Homeless Unaccompanied Youth Age 18-24,665.0,northeast,State
2016,OH,Sheltered TH Homeless Unaccompanied Youth Age 18-24,184.0,midwest,State
2016,OK,Sheltered TH Homeless Unaccompanied Youth Age 18-24,64.0,southwest,State
2015,CA,Sheltered ES Homeless,22750.0,west,State
2016,OR,Sheltered TH Homeless Unaccompanied Youth Age 18-24,186.0,west,State
2016,PA,Sheltered TH Homeless Unaccompanied Youth Age 18-24,280.0,northeast,State
2016,PR,Sheltered TH Homeless Unaccompanied Youth Age 18-24,37.0,northeast,Territory
2016,RI,Sheltered TH Homeless Unaccompanied Youth Age 18-24,4.0,northeast,State
2016,SC,Sheltered TH Homeless Unaccompanied Youth Age 18-24,63.0,southeast,State
2016,SD,Sheltered TH Homeless Unaccompanied Youth Age 18-24,22.0,midwest,State
2016,TN,Sheltered TH Homeless Unaccompanied Youth Age 18-24,92.0,southeast,State
2016,TX,Sheltered TH Homeless Unaccompanied Youth Age 18-24,203.0,southwest,State
2016,UT,Sheltered TH Homeless Unaccompanied Youth Age 18-24,32.0,west,State
2016,VA,Sheltered TH Homeless Unaccompanied Youth Age 18-24,55.0,southeast,State
2016,VI,Sheltered TH Homeless Unaccompanied Youth Age 18-24,0.0,northeast,Territory
2016,VT,Sheltered TH Homeless Unaccompanied Youth Age 18-24,23.0,northeast,State
2016,WA,Sheltered TH Homeless Unaccompanied Youth Age 18-24,352.0,west,State
2016,WI,Sheltered TH Homeless Unaccompanied Youth Age 18-24,97.0,midwest,State
2016,WV,Sheltered TH Homeless Unaccompanied Youth Age 18-24,13.0,southeast,State
