year,state,count_type,count
2016,UT,Sheltered ES Homeless Unaccompanied Youth (Under 25),100
2016,VA,Sheltered ES Homeless Unaccompanied Youth (Under 25),223
2016,VI,Sheltered ES Homeless Unaccompanied Youth (Under 25),0
2016,VT,Sheltered ES Homeless Unaccompanied Youth (Under 25),38
2016,WA,Sheltered ES Homeless Unaccompanied Youth (Under 25),339
2016,WI,Sheltered ES Homeless Unaccompanied Youth (Under 25),170
2016,WV,Sheltered ES Homeless Unaccompanied Youth (Under 25),69
2016,WY,Sheltered ES Homeless Unaccompanied Youth (Under 25),16
2016,Total,Sheltered ES Homeless Unaccompanied Youth (Under 25),11507
2016,AK,Sheltered TH Homeless Unaccompanied Youth (Under 25),50
2016,AL,Sheltered TH Homeless Unaccompanied Youth (Under 25),64
2016,AR,Sheltered TH Homeless Unaccompanied Youth (Under 25),54
2016,AZ,Sheltered TH Homeless Unaccompanied Youth (Under 25),187
2016,CA,Sheltered TH Homeless Unaccompanied Youth (Under 25),1498
2016,CO,Sheltered TH Homeless Unaccompanied Youth (Under 25),102
2016,CT,Sheltered TH Homeless Unaccompanied Youth (Under 25),21
2016,DC,Sheltered TH Homeless Unaccompanied Youth (Under 25),91
2016,DE,Sheltered TH Homeless Unaccompanied Youth (Under 25),17
2016,FL,Sheltered TH Homeless Unaccompanied Youth (Under 25),419
2016,GA,Sheltered TH Homeless Unaccompanied Youth (Under 25),172
2016,GU,Sheltered TH Homeless Unaccompanied Youth (Under 25),1
2016,HI,Sheltered TH Homeless Unaccompanied Youth (Under 25),38
2016,IA,Sheltered TH Homeless Unaccompanied Youth (Under 25),61
2016,ID,Sheltered TH Homeless Unaccompanied Youth (Under 25),21
2016,IL,Sheltered TH Homeless Unaccompanied Youth (Under 25),359
2016,IN,Sheltered TH Homeless Unaccompanied Youth (Under 25),80
2016,KS,Sheltered TH Homeless Unaccompanied Youth (Under 25),46
2016,KY,Sheltered TH Homeless Unaccompanied Youth (Under 25),63
2016,LA,Sheltered TH Homeless Unaccompanied Youth (Under 25),112
2016,MA,Sheltered TH Homeless Unaccompanied Youth (Under 25),94
2016,MD,Sheltered TH Homeless Unaccompanied Youth (Under 25),62
2016,ME,Sheltered TH Homeless Unaccompanied Youth (Under 25),76
2016,MI,Sheltered TH Homeless Unaccompanied Youth (Under 25),253
2016,MN,Sheltered TH Homeless Unaccompanied Youth (Under 25),314
2016,MO,Sheltered TH Homeless Unaccompanied Youth (Under 25),198
2016,MP,Sheltered TH Homeless Unaccompanied Youth (Under 25),
2016,MS,Sheltered TH Homeless Unaccompanied Youth (Under 25),13
2016,MT,Sheltered TH Homeless Unaccompanied Youth (Under 25),25
2015,WY,Overall Homeless,798
2016,NC,Sheltered TH Homeless Unaccompanied Youth (Under 25),70
2016,ND,Sheltered TH Homeless Unaccompanied Youth (Under 25),16
2016,NE,Sheltered TH Homeless Unaccompanied Youth (Under 25),144
2016,NH,Sheltered TH Homeless Unaccompanied Youth (Under 25),38
2016,NJ,Sheltered TH Homeless Unaccompanied Youth (Under 25),151
2016,NM,Sheltered TH Homeless Unaccompanied Youth (Under 25),56
2016,NV,Sheltered TH Homeless Unaccompanied Youth (Under 25),157
2016,NY,Sheltered TH Homeless Unaccompanied Youth (Under 25),717
2016,OH,Sheltered TH Homeless Unaccompanied Youth (Under 25),190
2016,OK,Sheltered TH Homeless Unaccompanied Youth (Under 25),64
2016,OR,Sheltered TH Homeless Unaccompanied Youth (Under 25),202
2016,PA,Sheltered TH Homeless Unaccompanied Youth (Under 25),289
2016,PR,Sheltered TH Homeless Unaccompanied Youth (Under 25),37
2016,RI,Sheltered TH Homeless Unaccompanied Youth (Under 25),4
2016,SC,Sheltered TH Homeless Unaccompanied Youth (Under 25),67
2016,SD,Sheltered TH Homeless Unaccompanied Youth (Under 25),26
2016,TN,Sheltered TH Homeless Unaccompanied Youth (Under 25),96
2016,TX,Sheltered TH Homeless Unaccompanied Youth (Under 25),218
2016,UT,Sheltered TH Homeless Unaccompanied Youth (Under 25),32
2016,VA,Sheltered TH Homeless Unaccompanied Youth (Under 25),55
2016,VI,Sheltered TH Homeless Unaccompanied Youth (Under 25),0
2016,VT,Sheltered TH Homeless Unaccompanied Youth (Under 25),24
2016,WA,Sheltered TH Homeless Unaccompanied Youth (Under 25),375
2016,WI,Sheltered TH Homeless Unaccompanied Youth (Under 25),98
2016,WV,Sheltered TH Homeless Unaccompanied Youth (Under 25),13
2016,WY,Sheltered TH Homeless Unaccompanied Youth (Under 25),8
2016,Total,Sheltered TH Homeless Unaccompanied Youth (Under 25),7638
2016,AK,Sheltered SH Homeless Unaccompanied Youth (Under 25),0
2016,AL,Sheltered SH Homeless Unaccompanied Youth (Under 25),2
2016,AR,Sheltered SH Homeless Unaccompanied Youth (Under 25),2
2016,AZ,Sheltered SH Homeless Unaccompanied Youth (Under 25),1
2016,CA,Sheltered SH Homeless Unaccompanied Youth (Under 25),1
2016,CO,Sheltered SH Homeless Unaccompanied Youth (Under 25),4
2016,CT,Sheltered SH Homeless Unaccompanied Youth (Under 25),0
2016,DC,Sheltered SH Homeless Unaccompanied Youth (Under 25),0
2016,DE,Sheltered SH Homeless Unaccompanied Youth (Under 25),0
2016,FL,Sheltered SH Homeless Unaccompanied Youth (Under 25),9
2016,GA,Sheltered SH Homeless Unaccompanied Youth (Under 25),0
2016,GU,Sheltered SH Homeless Unaccompanied Youth (Under 25),0
2016,HI,Sheltered SH Homeless Unaccompanied Youth (Under 25),0
2016,IA,Sheltered SH Homeless Unaccompanied Youth (Under 25),0
2016,ID,Sheltered SH Homeless Unaccompanied Youth (Under 25),0
2016,IL,Sheltered SH Homeless Unaccompanied Youth (Under 25),0
2016,IN,Sheltered SH Homeless Unaccompanied Youth (Under 25),0
2016,KS,Sheltered SH Homeless Unaccompanied Youth (Under 25),2
2016,KY,Sheltered SH Homeless Unaccompanied Youth (Under 25),0
2016,LA,Sheltered SH Homeless Unaccompanied Youth (Under 25),1
2016,MA,Sheltered SH Homeless Unaccompanied Youth (Under 25),1
2016,MD,Sheltered SH Homeless Unaccompanied Youth (Under 25),4
2016,ME,Sheltered SH Homeless Unaccompanied Youth (Under 25),0
2016,MI,Sheltered SH Homeless Unaccompanied Youth (Under 25),1
2016,MN,Sheltered SH Homeless Unaccompanied Youth (Under 25),0
2016,MO,Sheltered SH Homeless Unaccompanied Youth (Under 25),0
2016,MP,Sheltered SH Homeless Unaccompanied Youth (Under 25),
2016,MS,Sheltered SH Homeless Unaccompanied Youth (Under 25),0
2016,MT,Sheltered SH Homeless Unaccompanied Youth (Under 25),0
2016,NC,Sheltered SH Homeless Unaccompanied Youth (Under 25),0
2016,ND,Sheltered SH Homeless Unaccompanied Youth (Under 25),0
2016,NE,Sheltered SH Homeless Unaccompanied Youth (Under 25),0
2016,NH,Sheltered SH Homeless Unaccompanied Youth (Under 25),0
2016,NJ,Sheltered SH Homeless Unaccompanied Youth (Under 25),2
2015,Total,Overall Homeless,564708
2016,NM,Sheltered SH Homeless Unaccompanied Youth (Under 25),0
2016,NV,Sheltered SH Homeless Unaccompanied Youth (Under 25),2
2016,NY,Sheltered SH Homeless Unaccompanied Youth (Under 25),0
2016,OH,Sheltered SH Homeless Unaccompanied Youth (Under 25),1
2016,OK,Sheltered SH Homeless Unaccompanied Youth (Under 25),1
2016,OR,Sheltered SH Homeless Unaccompanied Youth (Under 25),0
2016,PA,Sheltered SH Homeless Unaccompanied Youth (Under 25),2
2016,PR,Sheltered SH Homeless Unaccompanied Youth (Under 25),1
2016,RI,Sheltered SH Homeless Unaccompanied Youth (Under 25),0
2016,SC,Sheltered SH Homeless Unaccompanied Youth (Under 25),0
2016,SD,Sheltered SH Homeless Unaccompanied Youth (Under 25),0
2016,TN,Sheltered SH Homeless Unaccompanied Youth (Under 25),0
2016,TX,Sheltered SH Homeless Unaccompanied Youth (Under 25),0
2016,UT,Sheltered SH Homeless Unaccompanied Youth (Under 25),0
2016,VA,Sheltered SH Homeless Unaccompanied Youth (Under 25),0
2016,VI,Sheltered SH Homeless Unaccompanied Youth (Under 25),0
2016,VT,Sheltered SH Homeless Unaccompanied Youth (Under 25),0
2016,WA,Sheltered SH Homeless Unaccompanied Youth (Under 25),0
2016,WI,Sheltered SH Homeless Unaccompanied Youth (Under 25),5
2016,WV,Sheltered SH Homeless Unaccompanied Youth (Under 25),1
2016,WY,Sheltered SH Homeless Unaccompanied Youth (Under 25),0
2016,Total,Sheltered SH Homeless Unaccompanied Youth (Under 25),43
2016,AK,Sheltered Total Homeless Unaccompanied Youth (Under 25),137
2016,AL,Sheltered Total Homeless Unaccompanied Youth (Under 25),173
2016,AR,Sheltered Total Homeless Unaccompanied Youth (Under 25),117
2016,AZ,Sheltered Total Homeless Unaccompanied Youth (Under 25),431
2016,CA,Sheltered Total Homeless Unaccompanied Youth (Under 25),2531
2016,CO,Sheltered Total Homeless Unaccompanied Youth (Under 25),383
2016,CT,Sheltered Total Homeless Unaccompanied Youth (Under 25),97
2016,DC,Sheltered Total Homeless Unaccompanied Youth (Under 25),178
2016,DE,Sheltered Total Homeless Unaccompanied Youth (Under 25),46
2016,FL,Sheltered Total Homeless Unaccompanied Youth (Under 25),1106
2016,GA,Sheltered Total Homeless Unaccompanied Youth (Under 25),475
2016,GU,Sheltered Total Homeless Unaccompanied Youth (Under 25),4
2016,HI,Sheltered Total Homeless Unaccompanied Youth (Under 25),82
2016,IA,Sheltered Total Homeless Unaccompanied Youth (Under 25),150
2016,ID,Sheltered Total Homeless Unaccompanied Youth (Under 25),89
2016,IL,Sheltered Total Homeless Unaccompanied Youth (Under 25),648
2016,IN,Sheltered Total Homeless Unaccompanied Youth (Under 25),294
2016,KS,Sheltered Total Homeless Unaccompanied Youth (Under 25),80
2016,KY,Sheltered Total Homeless Unaccompanied Youth (Under 25),172
2016,LA,Sheltered Total Homeless Unaccompanied Youth (Under 25),276
2016,MA,Sheltered Total Homeless Unaccompanied Youth (Under 25),320
2016,MD,Sheltered Total Homeless Unaccompanied Youth (Under 25),185
2016,ME,Sheltered Total Homeless Unaccompanied Youth (Under 25),161
2016,MI,Sheltered Total Homeless Unaccompanied Youth (Under 25),624
2016,MN,Sheltered Total Homeless Unaccompanied Youth (Under 25),613
2016,MO,Sheltered Total Homeless Unaccompanied Youth (Under 25),489
2016,MP,Sheltered Total Homeless Unaccompanied Youth (Under 25),
2016,MS,Sheltered Total Homeless Unaccompanied Youth (Under 25),45
2016,MT,Sheltered Total Homeless Unaccompanied Youth (Under 25),52
2016,NC,Sheltered Total Homeless Unaccompanied Youth (Under 25),385
2016,ND,Sheltered Total Homeless Unaccompanied Youth (Under 25),61
2016,NE,Sheltered Total Homeless Unaccompanied Youth (Under 25),238
2016,NH,Sheltered Total Homeless Unaccompanied Youth (Under 25),72
2016,NJ,Sheltered Total Homeless Unaccompanied Youth (Under 25),470
2016,NM,Sheltered Total Homeless Unaccompanied Youth (Under 25),163
2016,NV,Sheltered Total Homeless Unaccompanied Youth (Under 25),309
2016,NY,Sheltered Total Homeless Unaccompanied Youth (Under 25),2641
2016,OH,Sheltered Total Homeless Unaccompanied Youth (Under 25),557
2016,OK,Sheltered Total Homeless Unaccompanied Youth (Under 25),266
2015,AK,Sheltered ES Homeless,1127
2016,OR,Sheltered Total Homeless Unaccompanied Youth (Under 25),418
2016,PA,Sheltered Total Homeless Unaccompanied Youth (Under 25),736
2016,PR,Sheltered Total Homeless Unaccompanied Youth (Under 25),52
2016,RI,Sheltered Total Homeless Unaccompanied Youth (Under 25),63
2016,SC,Sheltered Total Homeless Unaccompanied Youth (Under 25),151
2016,SD,Sheltered Total Homeless Unaccompanied Youth (Under 25),69
2016,TN,Sheltered Total Homeless Unaccompanied Youth (Under 25),249
2016,TX,Sheltered Total Homeless Unaccompanied Youth (Under 25),764
2016,UT,Sheltered Total Homeless Unaccompanied Youth (Under 25),132
2016,VA,Sheltered Total Homeless Unaccompanied Youth (Under 25),278
2016,VI,Sheltered Total Homeless Unaccompanied Youth (Under 25),0
2016,VT,Sheltered Total Homeless Unaccompanied Youth (Under 25),62
2016,WA,Sheltered Total Homeless Unaccompanied Youth (Under 25),714
2016,WI,Sheltered Total Homeless Unaccompanied Youth (Under 25),273
2016,WV,Sheltered Total Homeless Unaccompanied Youth (Under 25),83
2016,WY,Sheltered Total Homeless Unaccompanied Youth (Under 25),24
2016,Total,Sheltered Total Homeless Unaccompanied Youth (Under 25),19188
2016,AK,Unsheltered Homeless Unaccompanied Youth (Under 25),36
2016,AL,Unsheltered Homeless Unaccompanied Youth (Under 25),81
2016,AR,Unsheltered Homeless Unaccompanied Youth (Under 25),84
2016,AZ,Unsheltered Homeless Unaccompanied Youth (Under 25),158
2016,CA,Unsheltered Homeless Unaccompanied Youth (Under 25),8691
2016,CO,Unsheltered Homeless Unaccompanied Youth (Under 25),270
2016,CT,Unsheltered Homeless Unaccompanied Youth (Under 25),22
2016,DC,Unsheltered Homeless Unaccompanied Youth (Under 25),33
2016,DE,Unsheltered Homeless Unaccompanied Youth (Under 25),5
2016,FL,Unsheltered Homeless Unaccompanied Youth (Under 25),988
2016,GA,Unsheltered Homeless Unaccompanied Youth (Under 25),250
2016,GU,Unsheltered Homeless Unaccompanied Youth (Under 25),3
2016,HI,Unsheltered Homeless Unaccompanied Youth (Under 25),227
2016,IA,Unsheltered Homeless Unaccompanied Youth (Under 25),10
2016,ID,Unsheltered Homeless Unaccompanied Youth (Under 25),41
2016,IL,Unsheltered Homeless Unaccompanied Youth (Under 25),71
2016,IN,Unsheltered Homeless Unaccompanied Youth (Under 25),71
2016,KS,Unsheltered Homeless Unaccompanied Youth (Under 25),26
2016,KY,Unsheltered Homeless Unaccompanied Youth (Under 25),48
2016,LA,Unsheltered Homeless Unaccompanied Youth (Under 25),132
2016,MA,Unsheltered Homeless Unaccompanied Youth (Under 25),54
2016,MD,Unsheltered Homeless Unaccompanied Youth (Under 25),94
2016,ME,Unsheltered Homeless Unaccompanied Youth (Under 25),16
2016,MI,Unsheltered Homeless Unaccompanied Youth (Under 25),101
2016,MN,Unsheltered Homeless Unaccompanied Youth (Under 25),117
2016,MO,Unsheltered Homeless Unaccompanied Youth (Under 25),149
2016,MP,Unsheltered Homeless Unaccompanied Youth (Under 25),
2016,MS,Unsheltered Homeless Unaccompanied Youth (Under 25),40
2016,MT,Unsheltered Homeless Unaccompanied Youth (Under 25),48
2016,NC,Unsheltered Homeless Unaccompanied Youth (Under 25),112
2016,ND,Unsheltered Homeless Unaccompanied Youth (Under 25),13
2016,NE,Unsheltered Homeless Unaccompanied Youth (Under 25),0
2016,NH,Unsheltered Homeless Unaccompanied Youth (Under 25),8
2016,NJ,Unsheltered Homeless Unaccompanied Youth (Under 25),63
2016,NM,Unsheltered Homeless Unaccompanied Youth (Under 25),25
2016,NV,Unsheltered Homeless Unaccompanied Youth (Under 25),1363
2016,NY,Unsheltered Homeless Unaccompanied Youth (Under 25),248
2016,OH,Unsheltered Homeless Unaccompanied Youth (Under 25),65
2016,OK,Unsheltered Homeless Unaccompanied Youth (Under 25),144
2016,OR,Unsheltered Homeless Unaccompanied Youth (Under 25),757
2016,PA,Unsheltered Homeless Unaccompanied Youth (Under 25),132
2016,PR,Unsheltered Homeless Unaccompanied Youth (Under 25),111
2016,RI,Unsheltered Homeless Unaccompanied Youth (Under 25),1
2016,SC,Unsheltered Homeless Unaccompanied Youth (Under 25),115
2015,AL,Sheltered ES Homeless,1574
2016,SD,Unsheltered Homeless Unaccompanied Youth (Under 25),8
2016,TN,Unsheltered Homeless Unaccompanied Youth (Under 25),167
2016,TX,Unsheltered Homeless Unaccompanied Youth (Under 25),545
2016,UT,Unsheltered Homeless Unaccompanied Youth (Under 25),18
2016,VA,Unsheltered Homeless Unaccompanied Youth (Under 25),44
2016,VI,Unsheltered Homeless Unaccompanied Youth (Under 25),8
2016,VT,Unsheltered Homeless Unaccompanied Youth (Under 25),9
2016,WA,Unsheltered Homeless Unaccompanied Youth (Under 25),593
2016,WI,Unsheltered Homeless Unaccompanied Youth (Under 25),64
2016,WV,Unsheltered Homeless Unaccompanied Youth (Under 25),12
2016,WY,Unsheltered Homeless Unaccompanied Youth (Under 25),7
2016,Total,Unsheltered Homeless Unaccompanied Youth (Under 25),16498
2016,AK,Homeless Unaccompanied Youth Under 18,19
2016,AL,Homeless Unaccompanied Youth Under 18,28
2016,AR,Homeless Unaccompanied Youth Under 18,49
2016,AZ,Homeless Unaccompanied Youth Under 18,100
2016,CA,Homeless Unaccompanied Youth Under 18,847
2016,CO,Homeless Unaccompanied Youth Under 18,39
2016,CT,Homeless Unaccompanied Youth Under 18,8
2016,DC,Homeless Unaccompanied Youth Under 18,10
2016,DE,Homeless Unaccompanied Youth Under 18,0
2016,FL,Homeless Unaccompanied Youth Under 18,514
2016,GA,Homeless Unaccompanied Youth Under 18,17
2016,GU,Homeless Unaccompanied Youth Under 18,1
2016,HI,Homeless Unaccompanied Youth Under 18,26
2016,IA,Homeless Unaccompanied Youth Under 18,18
2016,ID,Homeless Unaccompanied Youth Under 18,16
2016,IL,Homeless Unaccompanied Youth Under 18,28
2016,IN,Homeless Unaccompanied Youth Under 18,37
2016,KS,Homeless Unaccompanied Youth Under 18,19
2016,KY,Homeless Unaccompanied Youth Under 18,21
2016,LA,Homeless Unaccompanied Youth Under 18,63
2016,MA,Homeless Unaccompanied Youth Under 18,15
2016,MD,Homeless Unaccompanied Youth Under 18,15
2016,ME,Homeless Unaccompanied Youth Under 18,31
2016,MI,Homeless Unaccompanied Youth Under 18,102
2016,MN,Homeless Unaccompanied Youth Under 18,89
2016,MO,Homeless Unaccompanied Youth Under 18,201
2016,MP,Homeless Unaccompanied Youth Under 18,
2016,MS,Homeless Unaccompanied Youth Under 18,10
2016,MT,Homeless Unaccompanied Youth Under 18,13
2016,NC,Homeless Unaccompanied Youth Under 18,65
2016,ND,Homeless Unaccompanied Youth Under 18,10
2016,NE,Homeless Unaccompanied Youth Under 18,40
2016,NH,Homeless Unaccompanied Youth Under 18,1
2016,NJ,Homeless Unaccompanied Youth Under 18,34
2016,NM,Homeless Unaccompanied Youth Under 18,69
2016,NV,Homeless Unaccompanied Youth Under 18,292
2016,NY,Homeless Unaccompanied Youth Under 18,188
2016,OH,Homeless Unaccompanied Youth Under 18,46
2016,OK,Homeless Unaccompanied Youth Under 18,39
2016,OR,Homeless Unaccompanied Youth Under 18,236
2016,PA,Homeless Unaccompanied Youth Under 18,63
2016,PR,Homeless Unaccompanied Youth Under 18,6
2016,RI,Homeless Unaccompanied Youth Under 18,0
2016,SC,Homeless Unaccompanied Youth Under 18,20
2016,SD,Homeless Unaccompanied Youth Under 18,9
2016,TN,Homeless Unaccompanied Youth Under 18,26
2016,TX,Homeless Unaccompanied Youth Under 18,187
2016,UT,Homeless Unaccompanied Youth Under 18,18
2016,VA,Homeless Unaccompanied Youth Under 18,12
2016,VI,Homeless Unaccompanied Youth Under 18,0
2016,VT,Homeless Unaccompanied Youth Under 18,1
2016,WA,Homeless Unaccompanied Youth Under 18,92
2016,WI,Homeless Unaccompanied Youth Under 18,25
2016,WV,Homeless Unaccompanied Youth Under 18,6
2016,WY,Homeless Unaccompanied Youth Under 18,3
2016,Total,Homeless Unaccompanied Youth Under 18,3824
2016,AK,Sheltered ES Homeless Unaccompanied Youth Under 18,19
2016,AL,Sheltered ES Homeless Unaccompanied Youth Under 18,9
2016,AR,Sheltered ES Homeless Unaccompanied Youth Under 18,16
2016,AZ,Sheltered ES Homeless Unaccompanied Youth Under 18,67
2016,CA,Sheltered ES Homeless Unaccompanied Youth Under 18,158
2016,CO,Sheltered ES Homeless Unaccompanied Youth Under 18,17
2016,CT,Sheltered ES Homeless Unaccompanied Youth Under 18,8
2016,DC,Sheltered ES Homeless Unaccompanied Youth Under 18,6
2016,DE,Sheltered ES Homeless Unaccompanied Youth Under 18,0
2016,FL,Sheltered ES Homeless Unaccompanied Youth Under 18,231
2016,GA,Sheltered ES Homeless Unaccompanied Youth Under 18,13
2016,GU,Sheltered ES Homeless Unaccompanied Youth Under 18,1
2016,HI,Sheltered ES Homeless Unaccompanied Youth Under 18,6
2016,IA,Sheltered ES Homeless Unaccompanied Youth Under 18,12
2016,ID,Sheltered ES Homeless Unaccompanied Youth Under 18,13
2016,IL,Sheltered ES Homeless Unaccompanied Youth Under 18,18
2016,IN,Sheltered ES Homeless Unaccompanied Youth Under 18,35
2016,KS,Sheltered ES Homeless Unaccompanied Youth Under 18,2
2016,KY,Sheltered ES Homeless Unaccompanied Youth Under 18,20
2016,LA,Sheltered ES Homeless Unaccompanied Youth Under 18,53
2016,MA,Sheltered ES Homeless Unaccompanied Youth Under 18,0
2016,MD,Sheltered ES Homeless Unaccompanied Youth Under 18,2
2016,ME,Sheltered ES Homeless Unaccompanied Youth Under 18,16
2016,MI,Sheltered ES Homeless Unaccompanied Youth Under 18,56
2016,MN,Sheltered ES Homeless Unaccompanied Youth Under 18,50
2016,MO,Sheltered ES Homeless Unaccompanied Youth Under 18,125
2016,MP,Sheltered ES Homeless Unaccompanied Youth Under 18,
2016,MS,Sheltered ES Homeless Unaccompanied Youth Under 18,10
2016,MT,Sheltered ES Homeless Unaccompanied Youth Under 18,0
2016,NC,Sheltered ES Homeless Unaccompanied Youth Under 18,50
2016,ND,Sheltered ES Homeless Unaccompanied Youth Under 18,5
2016,NE,Sheltered ES Homeless Unaccompanied Youth Under 18,18
2016,NH,Sheltered ES Homeless Unaccompanied Youth Under 18,0
2016,NJ,Sheltered ES Homeless Unaccompanied Youth Under 18,17
2016,NM,Sheltered ES Homeless Unaccompanied Youth Under 18,44
2016,NV,Sheltered ES Homeless Unaccompanied Youth Under 18,13
2016,NY,Sheltered ES Homeless Unaccompanied Youth Under 18,113
2016,OH,Sheltered ES Homeless Unaccompanied Youth Under 18,38
2016,OK,Sheltered ES Homeless Unaccompanied Youth Under 18,35
2016,OR,Sheltered ES Homeless Unaccompanied Youth Under 18,42
2016,PA,Sheltered ES Homeless Unaccompanied Youth Under 18,36
2016,PR,Sheltered ES Homeless Unaccompanied Youth Under 18,4
2016,RI,Sheltered ES Homeless Unaccompanied Youth Under 18,0
2016,SC,Sheltered ES Homeless Unaccompanied Youth Under 18,10
2016,SD,Sheltered ES Homeless Unaccompanied Youth Under 18,5
2016,TN,Sheltered ES Homeless Unaccompanied Youth Under 18,18
2016,TX,Sheltered ES Homeless Unaccompanied Youth Under 18,108
2016,UT,Sheltered ES Homeless Unaccompanied Youth Under 18,17
2016,VA,Sheltered ES Homeless Unaccompanied Youth Under 18,12
2016,VI,Sheltered ES Homeless Unaccompanied Youth Under 18,0
2016,VT,Sheltered ES Homeless Unaccompanied Youth Under 18,0
2016,WA,Sheltered ES Homeless Unaccompanied Youth Under 18,54
2016,WI,Sheltered ES Homeless Unaccompanied Youth Under 18,19
2016,WV,Sheltered ES Homeless Unaccompanied Youth Under 18,5
2016,WY,Sheltered ES Homeless Unaccompanied Youth Under 18,1
2016,Total,Sheltered ES Homeless Unaccompanied Youth Under 18,1627
2016,AK,Sheltered TH Homeless Unaccompanied Youth Under 18,0
2016,AL,Sheltered TH Homeless Unaccompanied Youth Under 18,19
2016,AR,Sheltered TH Homeless Unaccompanied Youth Under 18,33
2016,AZ,Sheltered TH Homeless Unaccompanied Youth Under 18,25
2016,CA,Sheltered TH Homeless Unaccompanied Youth Under 18,55
2015,AR,Sheltered ES Homeless,1161
2016,CO,Sheltered TH Homeless Unaccompanied Youth Under 18,9
2016,CT,Sheltered TH Homeless Unaccompanied Youth Under 18,0
2016,DC,Sheltered TH Homeless Unaccompanied Youth Under 18,4
2016,DE,Sheltered TH Homeless Unaccompanied Youth Under 18,0
2016,FL,Sheltered TH Homeless Unaccompanied Youth Under 18,48
2016,GA,Sheltered TH Homeless Unaccompanied Youth Under 18,0
2016,GU,Sheltered TH Homeless Unaccompanied Youth Under 18,0
2016,HI,Sheltered TH Homeless Unaccompanied Youth Under 18,0
2016,IA,Sheltered TH Homeless Unaccompanied Youth Under 18,6
2016,ID,Sheltered TH Homeless Unaccompanied Youth Under 18,1
2016,IL,Sheltered TH Homeless Unaccompanied Youth Under 18,7
2016,IN,Sheltered TH Homeless Unaccompanied Youth Under 18,1
2016,KS,Sheltered TH Homeless Unaccompanied Youth Under 18,16
2016,KY,Sheltered TH Homeless Unaccompanied Youth Under 18,1
2016,LA,Sheltered TH Homeless Unaccompanied Youth Under 18,4
2016,MA,Sheltered TH Homeless Unaccompanied Youth Under 18,9
2016,MD,Sheltered TH Homeless Unaccompanied Youth Under 18,3
2016,ME,Sheltered TH Homeless Unaccompanied Youth Under 18,13
2016,MI,Sheltered TH Homeless Unaccompanied Youth Under 18,42
2016,MN,Sheltered TH Homeless Unaccompanied Youth Under 18,25
2016,MO,Sheltered TH Homeless Unaccompanied Youth Under 18,43
2016,MP,Sheltered TH Homeless Unaccompanied Youth Under 18,
2016,MS,Sheltered TH Homeless Unaccompanied Youth Under 18,0
2016,MT,Sheltered TH Homeless Unaccompanied Youth Under 18,4
2016,NC,Sheltered TH Homeless Unaccompanied Youth Under 18,5
2016,ND,Sheltered TH Homeless Unaccompanied Youth Under 18,5
2016,NE,Sheltered TH Homeless Unaccompanied Youth Under 18,22
2016,NH,Sheltered TH Homeless Unaccompanied Youth Under 18,0
2016,NJ,Sheltered TH Homeless Unaccompanied Youth Under 18,17
2016,NM,Sheltered TH Homeless Unaccompanied Youth Under 18,24
2016,NV,Sheltered TH Homeless Unaccompanied Youth Under 18,15
2016,NY,Sheltered TH Homeless Unaccompanied Youth Under 18,52
2016,OH,Sheltered TH Homeless Unaccompanied Youth Under 18,6
2016,OK,Sheltered TH Homeless Unaccompanied Youth Under 18,0
2016,OR,Sheltered TH Homeless Unaccompanied Youth Under 18,16
2016,PA,Sheltered TH Homeless Unaccompanied Youth Under 18,9
2016,PR,Sheltered TH Homeless Unaccompanied Youth Under 18,0
2016,RI,Sheltered TH Homeless Unaccompanied Youth Under 18,0
2016,SC,Sheltered TH Homeless Unaccompanied Youth Under 18,4
2016,SD,Sheltered TH Homeless Unaccompanied Youth Under 18,4
2016,TN,Sheltered TH Homeless Unaccompanied Youth Under 18,4
2016,TX,Sheltered TH Homeless Unaccompanied Youth Under 18,15
2016,UT,Sheltered TH Homeless Unaccompanied Youth Under 18,0
2016,VA,Sheltered TH Homeless Unaccompanied Youth Under 18,0
2016,VI,Sheltered TH Homeless Unaccompanied Youth Under 18,0
2016,VT,Sheltered TH Homeless Unaccompanied Youth Under 18,1
2016,WA,Sheltered TH Homeless Unaccompanied Youth Under 18,23
2016,WI,Sheltered TH Homeless Unaccompanied Youth Under 18,1
2016,WV,Sheltered TH Homeless Unaccompanied Youth Under 18,0
2016,WY,Sheltered TH Homeless Unaccompanied Youth Under 18,0
2016,Total,Sheltered TH Homeless Unaccompanied Youth Under 18,591
2016,AK,Sheltered Total Homeless Unaccompanied Youth Under 18,19
2016,AL,Sheltered Total Homeless Unaccompanied Youth Under 18,28
2016,AR,Sheltered Total Homeless Unaccompanied Youth Under 18,49
2016,AZ,Sheltered Total Homeless Unaccompanied Youth Under 18,92
2016,CA,Sheltered Total Homeless Unaccompanied Youth Under 18,213
2016,CO,Sheltered Total Homeless Unaccompanied Youth Under 18,26
2016,CT,Sheltered Total Homeless Unaccompanied Youth Under 18,8
2016,DC,Sheltered Total Homeless Unaccompanied Youth Under 18,10
2016,DE,Sheltered Total Homeless Unaccompanied Youth Under 18,0
2016,FL,Sheltered Total Homeless Unaccompanied Youth Under 18,279
2015,AZ,Sheltered ES Homeless,3395
2016,GA,Sheltered Total Homeless Unaccompanied Youth Under 18,13
2016,GU,Sheltered Total Homeless Unaccompanied Youth Under 18,1
